326,4,650
193,1,927
331,4,615
336,4,560
451,2,938
451,2,514
769,2,309
331,2,145
451,4,586
637,2,483
451,2,398
769,1,727
637,1,316
637,2,66
331,2,771
75,2,340
331,2,154
637,2,413
193,1,694
326,4,662
769,2,219
451,4,646
683,1,191
331,1,764
451,2,434
637,2,430
331,1,456
193,1,466
769,2,472
637,2,976
683,4,428
331,4,667
451,4,566
403,1,335
75,4,605
336,1,209
637,1,951
336,2,413
403,1,13
193,4,553
336,4,250
193,2,486
403,2,730
769,2,272
451,2,41
637,2,425
75,4,888
637,1,574
331,2,485
769,2,104
326,2,577
193,2,489
326,4,374
75,1,666
451,2,748
193,2,404
683,1,1129
637,2,677
331,2,696
683,2,775
193,2,968
769,4,618
75,1,690
331,4,886
193,2,850
403,2,970
326,1,852
75,4,869
193,2,931
451,1,460
403,2,748
331,2,1022
683,1,784
451,2,904
75,1,341
193,2,425
75,4,1035
326,2,820
769,2,371
336,1,559
451,2,753
326,1,600
75,4,613
769,1,662
326,2,385
193,4,703
451,2,1016
326,4,399
75,1,971
336,1,772
336,1,439
326,2,312
326,4,650
403,1,845
75,4,835
637,2,933
193,2,713
451,2,701
451,2,407
403,2,627
75,2,981
193,2,575
769,2,676
75,1,421
75,1,680
403,4,691
683,2,747
75,4,413
451,2,723
336,4,238
403,1,220
331,2,314
637,2,462
403,1,399
336,2,685
683,2,661
769,2,230
331,4,973
336,2,625
331,4,886
336,1,1054
637,1,405
75,1,891
403,1,209
193,1,616
403,2,1004
403,2,448
683,4,717
326,1,774
403,2,470
451,2,858
193,4,377
683,2,562
403,2,393
683,4,614
75,2,1018
336,2,323
75,2,489
769,2,665
326,4,372
326,2,343
769,4,813
637,1,775
331,2,837
683,2,518
75,1,713
403,1,392
637,2,544
336,2,802
326,2,726
193,2,566
193,2,560
451,4,696
336,2,1035
326,4,551
193,1,1217
331,1,811
451,2,633
769,2,940
75,1,712
193,2,386
336,2,483
403,2,602
403,1,1295
193,1,678
769,2,473
336,4,575
769,1,343
683,4,710
331,2,380
75,4,507
451,1,1090
403,1,594
193,2,898
326,2,495
331,2,1009
637,2,382
336,1,668
336,1,1035
637,2,904
637,1,534
637,1,703
683,4,441
637,4,70
326,2,560
637,2,534
769,1,977
336,1,446
193,1,596
193,1,788
331,2,383
403,1,749
403,2,522
637,4,511
451,4,706
331,2,152
336,4,764
193,4,729
331,2,434
637,2,704
403,2,743
326,4,845
326,1,142
193,2,689
331,2,959
683,2,204
451,2,632
336,2,806
75,4,300
451,4,739
336,1,651
326,2,640
326,2,573
769,2,636
403,2,810
683,2,450
403,1,259
326,2,1032
683,2,545
326,4,763
769,4,123
331,1,623
193,1,564
451,2,828
451,4,762
403,4,717
451,2,1071
193,4,214
683,1,622
451,4,789
683,4,704
336,4,787
637,2,772
75,2,942
637,4,848
331,4,587
331,4,382
326,2,461
637,4,601
336,1,807
637,2,370
326,4,641
769,4,669
403,1,899
331,2,593
769,2,332
769,4,198
193,2,586
637,4,831
451,1,319
637,4,533
451,2,577
451,2,398
451,1,663
193,2,650
331,4,712
769,4,355
326,4,171
637,1,551
331,1,141
769,1,625
683,1,293
637,1,22
403,2,1179
336,1,822
75,4,616
75,4,1132
331,4,850
331,4,530
637,2,566
769,2,909
193,1,644
637,2,1065
403,1,348
637,1,527
637,4,362
331,4,574
769,2,583
637,2,764
326,4,845
75,2,479
193,4,606
451,2,614
331,2,773
637,4,451
451,4,425
331,1,332
451,1,164
336,4,498
403,2,436
75,1,1005
193,4,919
403,1,783
451,4,182
637,2,43
769,4,435
683,1,753
451,4,648
769,2,598
331,2,489
336,1,846
326,4,604
451,2,1040
193,2,390
637,4,582
683,2,1220
451,1,779
331,2,561
336,2,979
331,2,994
336,4,534
769,1,769
637,2,807
769,4,475
451,4,464
769,4,575
637,2,679
326,2,476
331,4,748
769,2,174
403,2,576
331,1,714
326,1,811
683,2,427
637,4,358
336,4,632
75,4,471
326,2,575
326,2,513
637,1,609
403,2,1039
326,1,685
403,2,82
331,4,511
637,2,309
75,1,497
769,1,788
336,1,579
326,2,568
331,1,356
326,2,265
403,2,526
193,1,1058
769,4,445
403,1,359
331,4,853
326,2,626
683,4,665
451,2,387
336,4,699
326,2,601
75,2,242
451,4,803
331,4,269
336,2,350
331,1,190
637,2,431
637,1,1165
75,2,615
683,4,755
326,4,325
75,1,966
331,2,298
331,2,774
336,2,402
683,1,665
326,2,917
769,1,216
326,4,446
403,4,842
451,4,467
683,1,766
637,4,170
193,2,175
75,4,596
75,2,422
683,2,502
451,2,469
326,1,510
326,2,725
403,2,483
769,4,1118
451,4,588
769,4,571
193,2,536
75,2,616
403,2,385
326,1,285
683,2,352
193,4,496
769,1,707
451,1,835
683,2,425
336,1,866
451,2,1107
683,2,909
637,2,1055
403,1,162
637,2,410
326,2,765
326,2,362
769,1,480
75,2,290
75,2,851
75,4,381
336,1,168
75,4,428
326,2,490
451,2,661
75,1,760
769,2,660
769,2,370
769,1,403
331,4,926
451,2,313
403,2,791
403,1,526
336,4,260
326,1,1322
331,1,759
326,2,204
637,4,833
336,1,751
403,2,987
331,2,502
683,2,1222
683,2,880
193,1,594
637,4,1075
336,1,1049
451,2,656
326,4,794
193,2,913
331,2,578
193,1,584
451,4,924
331,2,546
769,4,880
326,1,485
75,4,628
451,4,684
451,2,540
683,2,825
637,1,613
451,4,339
683,4,917
683,2,378
193,2,957
403,2,855
451,2,638
193,1,681
403,2,525
403,2,406
637,2,884
403,1,891
769,1,681
769,2,660
769,2,646
637,4,333
451,1,603
331,1,534
683,2,777
75,4,1058
683,1,357
193,1,454
331,4,512
637,2,1237
336,2,708
403,4,214
75,4,445
683,2,299
193,2,391
193,2,810
451,2,537
451,1,468
326,4,540
336,4,709
637,2,1018
403,2,840
637,2,497
336,2,626
403,1,218
336,1,586
75,1,465
193,1,805
451,2,212
451,2,800
336,1,303
75,4,654
451,2,801
451,2,635
769,2,320
403,1,767
193,2,455
637,2,195
683,1,159
326,4,542
193,2,324
769,2,222
637,1,661
769,4,654
326,2,617
326,2,1183
403,2,728
336,2,653
637,4,414
331,4,223
331,2,663
193,1,1033
451,4,459
769,4,894
683,1,708
683,2,691
331,4,485
336,1,571
637,2,366
637,1,403
403,2,664
193,2,920
637,1,318
637,1,832
403,2,721
326,2,694
683,2,637
336,2,665
75,2,645
193,2,757
75,2,390
403,2,1184
193,2,406
637,2,653
326,2,75
75,1,292
683,1,599
637,1,545
326,4,653
326,2,290
331,2,641
336,1,832
769,2,222
193,4,233
769,4,512
326,2,232
326,4,787
193,4,931
75,1,307
331,2,318
637,4,389
75,2,522
683,2,843
193,2,856
637,2,684
193,2,528
683,4,567
75,1,667
193,2,496
769,2,783
336,2,603
637,4,803
331,2,751
637,1,471
403,1,1047
683,2,851
336,4,965
331,4,687
326,1,446
769,4,324
331,2,283
193,2,588
451,1,1079
193,2,428
331,2,423
75,2,482
193,1,567
326,2,435
637,1,642
331,4,472
336,2,646
451,1,357
326,2,609
75,2,885
75,1,607
336,4,171
683,2,823
451,4,504
769,1,665
403,2,1146
193,2,909
451,4,514
403,4,410
403,4,252
75,1,1137
193,2,523
336,1,763
637,2,757
193,2,1034
331,1,944
637,2,550
769,2,1059
331,2,576
193,2,656
403,1,1121
331,2,772
336,2,469
451,1,766
326,4,667
403,2,308
75,2,910
336,2,577
637,1,771
326,4,1033
193,4,473
326,2,825
75,4,590
326,1,545
769,2,551
637,4,909
331,2,660
336,1,352
75,1,595
683,1,438
331,1,776
193,1,818
637,2,619
326,2,969
683,1,614
637,2,818
336,4,505
75,2,772
326,2,668
326,2,798
331,1,547
336,1,488
193,4,603
331,2,1129
451,2,887
326,1,188
326,1,224
451,1,636
769,2,604
75,1,863
403,2,840
769,4,492
193,1,635
451,2,984
336,1,548
193,4,371
75,1,813
75,4,732
403,4,987
451,2,437
769,2,651
331,2,802
451,1,413
637,4,657
75,2,562
683,1,701
